SecurityID,TradeTime,TradePrice,TradeQty,TradeAmount,BuyNo,SellNo,TradeIndex,ChannelNo,TradeBSFlag,BizIndex
600020,2021.01.04T09:25:00.630,3.39,2100,7119,85961,78316,19719,1,N,123713
600020,2021.01.04T09:25:00.630,3.39,1000,3390,129945,78316,19720,1,N,123714
600020,2021.01.04T09:25:00.630,3.39,900,3051,158039,78316,19721,1,N,123715
600020,2021.01.04T09:25:00.630,3.39,5000,16950,158039,158092,19722,1,N,123716
600020,2021.01.04T09:25:00.630,3.39,6600,22374,158039,118594,19723,1,N,123717
600020,2021.01.04T09:25:00.630,3.39,2500,8475,158039,138050,19724,1,N,123718
600020,2021.01.04T09:25:00.630,3.39,400,1356,42283,138050,19725,1,N,123719
600020,2021.01.04T09:25:00.630,3.39,100,339,42283,38902,19726,1,N,123720
600020,2021.01.04T09:25:00.630,3.39,3883,13163.3700000000008,42283,45597,19727,1,N,123721
600020,2021.01.04T09:25:00.630,3.39,12000,40680,42283,168862,19728,1,N,123722
600020,2021.01.04T09:25:00.630,3.39,14217,48195.62999999999738,42283,182536,19729,1,N,123723
600020,2021.01.04T09:25:00.630,3.39,200,678,113248,182536,19730,1,N,123724
600020,2021.01.04T09:25:00.630,3.39,200,678,130739,182536,19731,1,N,123725
600020,2021.01.04T09:25:00.630,3.39,83,281.370000000000004,162564,182536,19732,1,N,123726
600020,2021.01.04T09:25:00.630,3.39,217,735.629999999999995,162564,183396,19733,1,N,123727
600020,2021.01.04T09:25:00.630,3.39,10000,33900,168216,183396,19734,1,N,123728
600020,2021.01.04T09:25:00.630,3.39,4700,15933,175032,183396,19735,1,N,123729
600020,2021.01.04T09:25:00.630,3.39,500,1695,11744,183396,19736,1,N,123730
600020,2021.01.04T09:25:00.630,3.39,200,678,103833,183396,19737,1,N,123731
600020,2021.01.04T09:25:00.630,3.39,1000,3390,126214,183396,19738,1,N,123732
600020,2021.01.04T09:25:00.630,3.39,1283,4349.36999999999989,152367,183396,19739,1,N,123733
600020,2021.01.04T09:25:00.630,3.39,1000,3390,152367,3748,19740,1,N,123734
600020,2021.01.04T09:25:00.630,3.39,917,3108.630000000000109,152367,8849,19741,1,N,123735
600020,2021.01.04T09:30:01.090,3.39,683,2315.36999999999989,194624,8849,38399,1,B,235700
600020,2021.01.04T09:30:01.090,3.39,500,1695,194624,9836,38400,1,B,235701
600020,2021.01.04T09:30:01.090,3.39,100,339,194624,38900,38401,1,B,235702
600020,2021.01.04T09:30:01.090,3.39,100,339,194624,38901,38402,1,B,235703
600020,2021.01.04T09:30:01.090,3.39,500,1695,194624,78997,38403,1,B,235704
600020,2021.01.04T09:30:01.090,3.39,300,1017,194624,163848,38404,1,B,235705
600020,2021.01.04T09:30:01.090,3.39,817,2769.630000000000109,194624,168269,38405,1,B,235706
600020,2021.01.04T09:30:01.840,3.39,5000,16950,204533,178850,42566,1,B,248554
600020,2021.01.04T09:30:01.840,3.39,100,339,204533,189366,42567,1,B,248555
600020,2021.01.04T09:30:01.840,3.4,1000,3400,204533,20417,42568,1,B,248556
600020,2021.01.04T09:30:02.780,3.39,900,3051,218736,208905,48266,1,B,266741
600020,2021.01.04T09:30:03.730,3.39,500,1695,218736,231909,53764,1,S,283692
600020,2021.01.04T09:30:04.030,3.39,4500,15255,218736,237496,55845,1,S,290603
600020,2021.01.04T09:30:04.030,3.39,9200,31188,221100,237496,55846,1,S,290604
600020,2021.01.04T09:30:04.170,3.39,800,2712,221100,238007,56048,1,S,291238
600020,2021.01.04T09:30:04.170,3.39,5000,16950,225210,238007,56049,1,S,291239
600020,2021.01.04T09:30:04.420,3.38,365,1233.700000000000045,62541,241961,57656,1,S,296215
600020,2021.01.04T09:30:04.540,3.39,4200,14238,243003,238007,58071,1,B,297503
600020,2021.01.04T09:30:04.660,3.39,5800,19662,243003,245382,58909,1,S,300388
600020,2021.01.04T09:30:05.640,3.39,4000,13560,257112,245382,63436,1,B,314920
600020,2021.01.04T09:30:06.020,3.38,1000,3380,62541,262273,65146,1,S,321051
600020,2021.01.04T09:30:06.140,3.38,1000,3380,62541,263958,65728,1,S,323067
600020,2021.01.04T09:30:07.740,3.38,300,1014,62541,282944,72758,1,S,346429
600020,2021.01.04T09:30:07.740,3.38,100,338,62541,282945,72759,1,S,346430
600020,2021.01.04T09:30:07.740,3.38,235,794.29999999999984,62541,282947,72761,1,S,346432
600020,2021.01.04T09:30:07.740,3.38,165,557.700000000000045,66373,282947,72762,1,S,346433
600020,2021.01.04T09:30:07.740,3.38,100,338,66373,282948,72763,1,S,346434
600020,2021.01.04T09:30:07.740,3.38,600,2028,66373,283143,72814,1,S,346654
600020,2021.01.04T09:30:07.740,3.38,100,338,66373,283156,72823,1,S,346668
600020,2021.01.04T09:30:07.740,3.38,300,1014,66373,283161,72827,1,S,346673
600020,2021.01.04T09:30:07.740,3.38,1200,4056,66373,283170,72831,1,S,346682
600020,2021.01.04T09:30:07.740,3.38,535,1808.299999999999954,66373,284408,73345,1,S,348266
600020,2021.01.04T09:30:07.740,3.38,665,2247.699999999999818,66378,284408,73346,1,S,348267
600020,2021.01.04T09:30:08.280,3.38,2335,7892.300000000000181,66378,288986,75077,1,S,353990
600020,2021.01.04T09:30:08.280,3.38,6200,20956,97680,288986,75078,1,S,353991
600020,2021.01.04T09:30:08.280,3.38,2400,8112,127490,288986,75079,1,S,353992
600020,2021.01.04T09:30:08.280,3.38,7965,26921.700000000000727,143381,288986,75080,1,S,353993
600020,2021.01.04T09:30:09.350,3.38,200,676,143381,295319,77527,1,S,361885
600020,2021.01.04T09:30:09.350,3.38,200,676,143381,295320,77528,1,S,361886
600020,2021.01.04T09:30:09.350,3.38,200,676,143381,295321,77529,1,S,361887
600020,2021.01.04T09:30:09.360,3.38,800,2704,143381,295530,77606,1,S,362142
600020,2021.01.04T09:30:09.360,3.38,200,676,143381,295544,77607,1,S,362156
600020,2021.01.04T09:30:09.410,3.38,435,1470.299999999999954,143381,295762,77708,1,S,362440
600020,2021.01.04T09:30:09.410,3.38,165,557.700000000000045,182268,295762,77709,1,S,362441
600020,2021.01.04T09:30:09.460,3.38,835,2822.300000000000181,182268,296214,77871,1,S,363003
600020,2021.01.04T09:30:09.460,3.38,365,1233.700000000000045,286220,296214,77872,1,S,363004
600020,2021.01.04T09:30:09.500,3.38,1700,5746,286220,296318,77943,1,S,363168
600020,2021.01.04T09:30:09.500,3.38,300,1014,286220,296319,77944,1,S,363169
600020,2021.01.04T09:30:10.350,3.38,100,338,286220,300457,79726,1,S,368614
600020,2021.01.04T09:30:10.650,3.38,200,676,286220,301465,80167,1,S,369914
600020,2021.01.04T09:30:11.450,3.38,335,1132.299999999999954,286220,304159,81363,1,S,373472
600020,2021.01.04T09:30:13.090,3.38,600,2028,308426,304159,83533,1,B,379289
600020,2021.01.04T09:30:13.370,3.38,365,1233.700000000000045,309150,304159,83922,1,B,380335
600020,2021.01.04T09:30:15.570,3.38,35,118.299999999999997,309150,312862,86267,1,S,385975
600020,2021.01.04T09:30:15.570,3.37,2765,9318.049999999999272,66374,312862,86268,1,S,385976
600020,2021.01.04T09:30:20.760,3.38,8600,29068,313871,320930,91963,1,S,399173
600020,2021.01.04T09:30:20.760,3.37,2235,7531.949999999998908,66374,320930,91964,1,S,399174
600020,2021.01.04T09:30:20.760,3.37,5000,16850,66379,320930,91965,1,S,399175
600020,2021.01.04T09:30:20.760,3.37,10600,35722,77795,320930,91966,1,S,399176
600020,2021.01.04T09:30:20.760,3.37,6000,20220,124391,320930,91967,1,S,399177
600020,2021.01.04T09:30:20.760,3.37,900,3033,166188,320930,91968,1,S,399178
600020,2021.01.04T09:30:22.060,3.37,1200,4044,323599,320930,93953,1,B,403540
600020,2021.01.04T09:30:22.060,3.37,1300,4381,323609,320930,93957,1,B,403551
600020,2021.01.04T09:30:22.060,3.37,800,2696,323624,320930,93966,1,B,403575
600020,2021.01.04T09:30:22.100,3.37,2200,7414,323656,320930,93988,1,B,403624
600020,2021.01.04T09:30:25.000,3.37,500,1685,328310,320930,97425,1,B,411355
600020,2021.01.04T09:30:27.670,3.37,100,337,332477,320930,100401,1,B,418138
600020,2021.01.04T09:30:28.670,3.37,200,674,334088,320930,101678,1,B,420899
600020,2021.01.04T09:30:30.690,3.37,200,674,337265,320930,103703,1,B,425823
600020,2021.01.04T09:30:33.580,3.37,600,2022,342051,320930,107578,1,B,434123
600020,2021.01.04T09:30:33.910,3.37,20000,67400,342712,320930,108001,1,B,435143
600020,2021.01.04T09:30:42.900,3.37,500,1685,357436,320930,117818,1,B,459035
600020,2021.01.04T09:30:43.460,3.37,3565,12014.049999999999272,358325,320930,118318,1,B,460416
600020,2021.01.04T09:30:43.460,3.37,6435,21685.950000000000727,358325,337372,118319,1,B,460417
600020,2021.01.04T09:30:48.210,3.37,8800,29656,365695,337372,123687,1,B,472670
600020,2021.01.04T09:30:54.020,3.37,1200,4044,374901,337372,130096,1,B,487727
600020,2021.01.04T09:30:54.590,3.36,2000,6720,15163,376080,130979,1,S,489666
600020,2021.01.04T09:30:54.590,3.36,10000,33600,27535,376080,130980,1,S,489667
600020,2021.01.04T09:30:54.590,3.36,6800,22848,66375,376080,130981,1,S,489668
600020,2021.01.04T09:31:00.200,3.37,10000,33700,385339,337372,137468,1,B,504454
600020,2021.01.04T09:31:11.780,3.36,3200,10752,66375,406370,151383,1,S,537313
600020,2021.01.04T09:31:11.780,3.36,10000,33600,66380,406370,151384,1,S,537314
600020,2021.01.04T09:31:11.780,3.36,600,2016,190310,406370,151385,1,S,537315
600020,2021.01.04T09:31:14.560,3.37,2000,6740,411509,337372,154845,1,B,545315
600020,2021.01.04T09:31:15.620,3.37,965,3252.050000000000181,414050,337372,156517,1,B,549112
600020,2021.01.04T09:31:15.620,3.37,200,674,414050,392420,156518,1,B,549113
600020,2021.01.04T09:31:15.620,3.37,200,674,414050,392479,156519,1,B,549114
600020,2021.01.04T09:31:15.620,3.37,2735,9216.950000000000727,414050,397828,156520,1,B,549115
600020,2021.01.04T09:31:16.960,3.36,6400,21504,190310,416121,157971,1,S,552433
600020,2021.01.04T09:31:16.960,3.36,2900,9744,200180,416121,157972,1,S,552434
600020,2021.01.04T09:31:16.960,3.36,1000,3360,205995,416121,157973,1,S,552435
600020,2021.01.04T09:31:16.960,3.36,900,3024,207649,416121,157974,1,S,552436
600020,2021.01.04T09:31:20.360,3.37,765,2578.050000000000181,421986,397828,161757,1,B,561642
600020,2021.01.04T09:31:20.360,3.37,1000,3370,421986,404760,161758,1,B,561643
600020,2021.01.04T09:31:20.360,3.37,200,674,421986,419516,161759,1,B,561644
600020,2021.01.04T09:31:20.360,3.37,200,674,421986,419535,161760,1,B,561645
600020,2021.01.04T09:31:26.560,3.37,100,337,421986,433055,169543,1,S,579374
600020,2021.01.04T09:31:26.590,3.37,200,674,421986,433085,169564,1,S,579423
600020,2021.01.04T09:31:26.860,3.37,300,1011,421986,433427,169770,1,S,579965
600020,2021.01.04T09:31:36.550,3.39,2900,9831,450246,245382,180671,1,B,606025
600020,2021.01.04T09:31:52.810,3.38,8600,29068,476422,466255,197921,1,B,647133
600020,2021.01.04T09:32:08.280,3.37,22235,74931.949999999997089,421986,501340,214746,1,S,685899
600020,2021.01.04T09:32:08.280,3.37,1100,3707,431120,501340,214747,1,S,685900
600020,2021.01.04T09:32:08.280,3.37,8000,26960,438525,501340,214748,1,S,685901
600020,2021.01.04T09:32:08.280,3.37,2400,8088,449979,501340,214749,1,S,685902
600020,2021.01.04T09:32:08.280,3.37,1000,3370,476848,501340,214750,1,S,685903
600020,2021.01.04T09:32:08.280,3.37,3065,10329.049999999999272,484024,501340,214751,1,S,685904
600020,2021.01.04T09:32:23.960,3.37,6935,23370.950000000000727,484024,525312,230254,1,S,723157
600020,2021.01.04T09:32:23.960,3.37,7900,26623,500178,525312,230255,1,S,723158
600020,2021.01.04T09:32:27.640,3.36,4800,16128,207649,530965,233965,1,S,731981
600020,2021.01.04T09:32:33.450,3.37,900,3033,539705,525312,239369,1,B,745245
600020,2021.01.04T09:32:39.090,3.37,1400,4718,548235,525312,244585,1,B,758217
600020,2021.01.04T09:32:53.020,3.36,16000,53760,207649,569606,257815,1,S,790881
600020,2021.01.04T09:33:00.380,3.37,2865,9655.049999999999272,580826,525312,265190,1,B,808345
600020,2021.01.04T09:33:00.380,3.37,200,674,580826,549242,265191,1,B,808346
600020,2021.01.04T09:33:00.380,3.37,200,674,580826,549273,265192,1,B,808347
600020,2021.01.04T09:33:00.380,3.37,400,1348,580826,572499,265193,1,B,808348
600020,2021.01.04T09:33:05.270,3.37,100,337,580826,588879,270550,1,S,820759
600020,2021.01.04T09:33:05.310,3.37,800,2696,580826,588909,270559,1,S,820797
600020,2021.01.04T09:33:05.470,3.37,1000,3370,580826,589155,270742,1,S,821172
600020,2021.01.04T09:33:06.290,3.37,41235,138961.950000000011641,580826,590801,272071,1,S,823856
600020,2021.01.04T09:33:16.200,3.37,3000,10110,607512,590801,283586,1,B,850289
600020,2021.01.04T09:33:16.760,3.37,1100,3707,608213,590801,284023,1,B,851407
600020,2021.01.04T09:33:25.180,3.37,2000,6740,620483,590801,292003,1,B,870997
600020,2021.01.04T09:33:25.500,3.37,49365,166360.049999999988358,621066,590801,292331,1,B,871831
600020,2021.01.04T09:33:36.260,3.38,400,1352,636757,466255,301391,1,B,895336
600020,2021.01.04T09:33:39.180,3.37,5235,17641.950000000000727,621066,640750,303722,1,S,901353
600020,2021.01.04T09:33:39.180,3.37,1000,3370,629409,640750,303723,1,S,901354
600020,2021.01.04T09:33:39.180,3.37,100,337,639696,640750,303724,1,S,901355
600020,2021.01.04T09:33:39.180,3.36,13200,44352,207649,640750,303725,1,S,901356
600020,2021.01.04T09:33:39.180,3.36,6000,20160,237306,640750,303726,1,S,901357
600020,2021.01.04T09:33:39.180,3.36,1000,3360,248691,640750,303727,1,S,901358
600020,2021.01.04T09:33:39.180,3.36,3265,10970.399999999999636,249371,640750,303728,1,S,901359
600020,2021.01.04T09:33:52.670,3.37,2000,6740,657677,660019,315150,1,S,930268
600020,2021.01.04T09:33:52.670,3.36,6735,22629.599999999998544,249371,660019,315151,1,S,930269
600020,2021.01.04T09:33:52.670,3.36,1365,4586.399999999999636,263582,660019,315152,1,S,930270
600020,2021.01.04T09:33:53.840,3.36,2635,8853.600000000000363,263582,661362,315959,1,S,932295
600020,2021.01.04T09:33:53.840,3.36,400,1344,355237,661362,315960,1,S,932296
600020,2021.01.04T09:33:53.840,3.36,400,1344,357254,661362,315961,1,S,932297
600020,2021.01.04T09:33:53.840,3.36,400,1344,367913,661362,315962,1,S,932298
600020,2021.01.04T09:33:53.840,3.36,4600,15456,369273,661362,315963,1,S,932299
600020,2021.01.04T09:33:53.840,3.36,8000,26880,399585,661362,315964,1,S,932300
600020,2021.01.04T09:33:53.840,3.36,765,2570.40000000000009,416994,661362,315965,1,S,932301
600020,2021.01.04T09:33:57.990,3.36,1000,3360,416994,666995,319479,1,S,940896
600020,2021.01.04T09:34:18.460,3.37,7600,25612,694356,689948,337003,1,B,982374
600020,2021.01.04T09:34:18.460,3.37,400,1348,694356,694146,337004,1,B,982375
600020,2021.01.04T09:34:21.830,3.37,100,337,694356,698789,339632,1,S,988913
600020,2021.01.04T09:34:21.830,3.37,100,337,694356,698831,339653,1,S,988969
600020,2021.01.04T09:34:23.870,3.37,16200,54594,694356,701509,341418,1,S,993012
600020,2021.01.04T09:34:23.870,3.36,435,1461.599999999999909,416994,701509,341419,1,S,993013
600020,2021.01.04T09:34:23.870,3.36,1000,3360,421556,701509,341420,1,S,993014
600020,2021.01.04T09:34:23.870,3.36,65,218.400000000000005,435831,701509,341421,1,S,993015
600020,2021.01.04T09:34:34.590,3.36,7100,23856,435831,717728,352542,1,S,1018227
600020,2021.01.04T09:34:34.820,3.37,1100,3707,717996,712403,352735,1,B,1018639
600020,2021.01.04T09:34:37.030,3.36,2835,9525.600000000000363,435831,721015,354942,1,S,1023406
600020,2021.01.04T09:34:37.030,3.36,7400,24864,479850,721015,354943,1,S,1023407
600020,2021.01.04T09:34:37.030,3.36,9200,30912,496660,721015,354944,1,S,1023408
600020,2021.01.04T09:34:37.030,3.36,3800,12768,525311,721015,354945,1,S,1023409
600020,2021.01.04T09:34:37.030,3.36,1500,5040,542238,721015,354946,1,S,1023410
600020,2021.01.04T09:34:37.030,3.36,765,2570.40000000000009,547429,721015,354947,1,S,1023411
600020,2021.01.04T09:34:39.540,3.36,3635,12213.600000000000363,547429,724590,357353,1,S,1029124
600020,2021.01.04T09:34:39.540,3.36,1000,3360,563030,724590,357354,1,S,1029125
600020,2021.01.04T09:34:39.540,3.36,3665,12314.399999999999636,575810,724590,357355,1,S,1029126
600020,2021.01.04T09:34:41.490,3.36,6335,21285.599999999998544,575810,726996,358835,1,S,1032827
600020,2021.01.04T09:34:41.490,3.36,500,1680,579679,726996,358836,1,S,1032828
600020,2021.01.04T09:34:41.490,3.36,8165,27434.400000000001455,589047,726996,358837,1,S,1032829
600020,2021.01.04T09:34:48.450,3.36,5000,16800,589047,736642,364812,1,S,1047394
600020,2021.01.04T09:34:52.820,3.36,6835,22965.599999999998544,589047,742485,368175,1,S,1056050
600020,2021.01.04T09:34:52.820,3.36,1000,3360,605450,742485,368176,1,S,1056051
600020,2021.01.04T09:34:52.820,3.36,1500,5040,610366,742485,368177,1,S,1056052
600020,2021.01.04T09:34:52.820,3.36,2000,6720,675477,742485,368178,1,S,1056053
600020,2021.01.04T09:34:52.820,3.36,24400,81984,675961,742485,368179,1,S,1056054
600020,2021.01.04T09:34:52.820,3.36,500,1680,693554,742485,368180,1,S,1056055
600020,2021.01.04T09:35:03.700,3.36,4765,16010.399999999999636,758937,742485,378277,1,B,1080958
600020,2021.01.04T09:35:05.940,3.36,100,336,758937,762284,380483,1,S,1086236
600020,2021.01.04T09:35:05.940,3.36,1700,5712,758937,762285,380484,1,S,1086237
600020,2021.01.04T09:35:10.420,3.36,3435,11541.600000000000363,758937,769447,385934,1,S,1098156
600020,2021.01.04T09:35:16.730,3.36,2665,8954.399999999999636,778845,769447,392114,1,B,1112473
600020,2021.01.04T09:35:57.560,3.36,335,1125.599999999999909,778845,838702,429794,1,S,1204418
600020,2021.01.04T09:35:57.560,3.36,765,2570.40000000000009,802033,838702,429795,1,S,1204419
600020,2021.01.04T09:36:00.740,3.36,600,2016,802033,843140,433052,1,S,1211670
600020,2021.01.04T09:36:21.250,3.37,7800,26286,870787,712403,450319,1,B,1254013
600020,2021.01.04T09:36:21.250,3.37,2200,7414,870787,712420,450320,1,B,1254014
600020,2021.01.04T09:36:24.240,3.36,900,3024,802033,874534,452576,1,S,1259733
600020,2021.01.04T09:36:34.360,3.37,6700,22579,887899,712420,460718,1,B,1280051
600020,2021.01.04T09:36:34.360,3.37,1000,3370,887899,715640,460719,1,B,1280052
600020,2021.01.04T09:36:34.360,3.37,4500,15165,887899,773399,460720,1,B,1280053
600020,2021.01.04T09:37:02.890,3.36,1735,5829.600000000000363,802033,923810,485921,1,S,1337131
600020,2021.01.04T09:37:02.890,3.36,3000,10080,816485,923810,485922,1,S,1337132
600020,2021.01.04T09:37:02.890,3.36,1000,3360,833839,923810,485923,1,S,1337133
600020,2021.01.04T09:37:02.890,3.36,10000,33600,845496,923810,485924,1,S,1337134
600020,2021.01.04T09:37:02.890,3.36,2800,9408,854263,923810,485925,1,S,1337135
600020,2021.01.04T09:37:02.890,3.36,1400,4704,873104,923810,485926,1,S,1337136
600020,2021.01.04T09:37:02.890,3.36,5000,16800,886322,923810,485927,1,S,1337137
600020,2021.01.04T09:37:02.890,3.36,2600,8736,891402,923810,485928,1,S,1337138
600020,2021.01.04T09:37:02.890,3.36,1000,3360,896728,923810,485929,1,S,1337139
600020,2021.01.04T09:37:02.890,3.36,2200,7392,919373,923810,485930,1,S,1337140
600020,2021.01.04T09:37:05.370,3.36,1000,3360,927140,923810,488175,1,B,1342281
600020,2021.01.04T09:37:09.270,3.36,10000,33600,932388,923810,491641,1,B,1350356
600020,2021.01.04T09:37:13.030,3.36,1165,3914.40000000000009,937308,923810,494705,1,B,1357780
600020,2021.01.04T09:37:13.030,3.36,5300,17808,937308,935564,494706,1,B,1357781
600020,2021.01.04T09:37:17.470,3.36,1500,5040,937308,942815,498027,1,S,1366041
600020,2021.01.04T09:37:39.590,3.36,235,789.600000000000022,937308,969832,515964,1,S,1408056
600020,2021.01.04T09:37:39.590,3.36,2900,9744,946517,969832,515965,1,S,1408057
600020,2021.01.04T09:37:39.590,3.36,300,1008,950351,969832,515966,1,S,1408058
600020,2021.01.04T09:37:39.590,3.36,165,554.399999999999977,968420,969832,515967,1,S,1408059
600020,2021.01.04T09:37:39.650,3.36,1500,5040,968420,969985,516093,1,S,1408322
600020,2021.01.04T09:37:54.930,3.36,1335,4485.600000000000363,968420,988030,526568,1,S,1435372
600020,2021.01.04T09:37:54.930,3.36,6000,20160,981257,988030,526569,1,S,1435373
600020,2021.01.04T09:38:04.270,3.35,1500,5025,2489,999157,532923,1,S,1451896
600020,2021.01.04T09:38:04.270,3.35,500,1675,10800,999157,532924,1,S,1451897
600020,2021.01.04T09:38:08.650,3.35,1400,4690,10800,1004083,535690,1,S,1459120
600020,2021.01.04T09:38:20.530,3.36,14065,47258.400000000001455,1017808,988030,543788,1,B,1479500
600020,2021.01.04T09:38:23.110,3.36,2600,8736,1017808,1020658,545627,1,S,1483985
600020,2021.01.04T09:38:23.760,3.36,2000,6720,1017808,1021340,546041,1,S,1485024
600020,2021.01.04T09:38:39.860,3.36,1100,3696,1017808,1039793,557549,1,S,1513110
600020,2021.01.04T09:38:42.820,3.36,3000,10080,1017808,1043131,559627,1,S,1518234
600020,2021.01.04T09:38:57.030,3.36,74900,251664,1017808,1058466,569383,1,S,1541779
600020,2021.01.04T09:39:20.520,3.36,500,1680,1017808,1084197,585120,1,S,1580604
600020,2021.01.04T09:39:21.070,3.36,300,1008,1017808,1084906,585568,1,S,1581614
600020,2021.01.04T09:39:26.770,3.36,1535,5157.600000000000363,1017808,1091009,589138,1,S,1590534
600020,2021.01.04T09:39:26.770,3.36,3000,10080,1067673,1091009,589139,1,S,1590535
600020,2021.01.04T09:39:26.770,3.36,5000,16800,1073067,1091009,589140,1,S,1590536
600020,2021.01.04T09:39:26.770,3.36,4600,15456,1084634,1091009,589141,1,S,1590537
600020,2021.01.04T09:39:52.960,3.35,100,335,10800,1117778,605314,1,S,1631071
600020,2021.01.04T09:39:52.960,3.35,1000,3350,34227,1117778,605315,1,S,1631072
600020,2021.01.04T09:39:52.960,3.35,1000,3350,58264,1117778,605316,1,S,1631073
600020,2021.01.04T09:39:52.960,3.35,10000,33500,66376,1117778,605317,1,S,1631074
600020,2021.01.04T09:39:52.960,3.35,10000,33500,66381,1117778,605318,1,S,1631075
600020,2021.01.04T09:39:52.960,3.35,400,1340,100461,1117778,605319,1,S,1631076
600020,2021.01.04T09:39:52.960,3.35,200,670,105031,1117778,605320,1,S,1631077
600020,2021.01.04T09:39:52.960,3.35,2800,9380,121316,1117778,605321,1,S,1631078
600020,2021.01.04T09:39:52.960,3.35,14800,49580,121792,1117778,605322,1,S,1631079
600020,2021.01.04T09:39:52.960,3.35,5000,16750,130043,1117778,605323,1,S,1631080
600020,2021.01.04T09:39:52.960,3.35,506,1695.099999999999909,194986,1117778,605324,1,S,1631081
600020,2021.01.04T09:39:53.910,3.36,5000,16800,1118665,1091009,605796,1,B,1632341
600020,2021.01.04T09:40:03.420,3.36,400,1344,1128461,1091009,611750,1,B,1647032
600020,2021.01.04T09:40:09.220,3.36,300,1008,1134691,1091009,615651,1,B,1656394
600020,2021.01.04T09:40:11.910,3.35,494,1654.90000000000009,194986,1137514,617604,1,S,1660818
600020,2021.01.04T09:40:11.910,3.35,506,1695.099999999999909,206005,1137514,617605,1,S,1660819
600020,2021.01.04T09:40:15.140,3.36,800,2688,1141312,1091009,619948,1,B,1666371
600020,2021.01.04T09:40:23.080,3.35,1494,5004.899999999999636,206005,1149766,625574,1,S,1679507
600020,2021.01.04T09:40:23.080,3.35,20000,67000,213251,1149766,625575,1,S,1679508
600020,2021.01.04T09:40:23.080,3.35,900,3015,213272,1149766,625576,1,S,1679509
600020,2021.01.04T09:40:23.080,3.35,9306,31175.099999999998544,225564,1149766,625577,1,S,1679510
600020,2021.01.04T09:40:26.890,3.36,1300,4368,1153737,1091009,628229,1,B,1685617
600020,2021.01.04T09:40:43.660,3.36,9900,33264,1171682,1091009,640445,1,B,1713551
600020,2021.01.04T09:40:49.900,3.36,1300,4368,1178270,1091009,644784,1,B,1723804
600020,2021.01.04T09:40:49.900,3.36,20000,67200,1178276,1091009,644789,1,B,1723814
600020,2021.01.04T09:40:51.620,3.36,100,336,1180218,1091009,646066,1,B,1726729
600020,2021.01.04T09:40:52.400,3.35,694,2324.90000000000009,225564,1181064,646602,1,S,1728048
600020,2021.01.04T09:40:52.400,3.35,9800,32830,233338,1181064,646603,1,S,1728049
600020,2021.01.04T09:40:52.400,3.35,10000,33500,240766,1181064,646604,1,S,1728050
600020,2021.01.04T09:40:52.400,3.35,10000,33500,283822,1181064,646605,1,S,1728051
600020,2021.01.04T09:40:52.400,3.35,2000,6700,389285,1181064,646606,1,S,1728052
600020,2021.01.04T09:40:52.400,3.35,10100,33835,475796,1181064,646607,1,S,1728053
600020,2021.01.04T09:40:52.400,3.35,3000,10050,596300,1181064,646608,1,S,1728054
600020,2021.01.04T09:40:52.400,3.35,5000,16750,643036,1181064,646609,1,S,1728055
600020,2021.01.04T09:40:52.400,3.35,1000,3350,685657,1181064,646610,1,S,1728056
600020,2021.01.04T09:40:52.400,3.35,1000,3350,695985,1181064,646611,1,S,1728057
600020,2021.01.04T09:40:52.400,3.35,1000,3350,718553,1181064,646612,1,S,1728058
600020,2021.01.04T09:40:52.400,3.35,7000,23450,738357,1181064,646613,1,S,1728059
600020,2021.01.04T09:40:52.400,3.35,1500,5025,800358,1181064,646614,1,S,1728060
600020,2021.01.04T09:40:52.400,3.35,65006,217770.10000000000582,804522,1181064,646615,1,S,1728061
600020,2021.01.04T09:40:55.570,3.35,16100,53935,804522,1184455,648828,1,S,1733441
600020,2021.01.04T09:40:56.320,3.36,400,1344,1185080,1091009,649268,1,B,1734444
600020,2021.01.04T09:41:00.580,3.35,2400,8040,804522,1189527,651897,1,S,1741136
600020,2021.01.04T09:41:07.240,3.36,200,672,1196731,1091009,656516,1,B,1752334
600020,2021.01.04T09:41:11.740,3.35,5000,16750,804522,1201467,659245,1,S,1759362
600020,2021.01.04T09:41:16.680,3.35,11000,36850,804522,1206804,662914,1,S,1767629
600020,2021.01.04T09:41:17.370,3.35,494,1654.90000000000009,804522,1207428,663600,1,S,1768875
600020,2021.01.04T09:41:17.370,3.35,6000,20100,840733,1207428,663601,1,S,1768876
600020,2021.01.04T09:41:17.370,3.35,3506,11745.100000000000363,915131,1207428,663602,1,S,1768877
600020,2021.01.04T09:41:18.740,3.35,400,1340,915131,1209106,664559,1,S,1771284
600020,2021.01.04T09:41:23.270,3.35,4000,13400,915131,1213762,667412,1,S,1778475
600020,2021.01.04T09:41:31.540,3.35,1600,5360,915131,1222080,672646,1,S,1791186
600020,2021.01.04T09:41:33.110,3.35,4500,15075,915131,1223492,673591,1,S,1793453
600020,2021.01.04T09:41:45.380,3.35,1900,6365,915131,1236506,681825,1,S,1813400
600020,2021.01.04T09:41:48.360,3.35,8994,30129.900000000001455,915131,1239654,683981,1,S,1818361
600020,2021.01.04T09:41:48.360,3.35,606,2030.099999999999909,939992,1239654,683982,1,S,1818362
600020,2021.01.04T09:42:00.600,3.35,3400,11390,939992,1253286,693033,1,S,1839626
600020,2021.01.04T09:42:01.230,3.35,994,3329.90000000000009,939992,1253985,693402,1,S,1840654
